6bb4c3bbdb6f5a96d643320c6b6005f5	458	0
5e7aa23d0b0e2a43bfd8bdaa9328fc54	352	0
92b57b5b5ad06e8cb5e152680601d697	975	0
b6a175a48743caed6d035444c069ab64	85	0
a77796848ccfc47059c04b22476e64c1	1861	0
5758252da54f4860acff8c74ea38c902	86	0
1339f978614ff19cd48f07e5420556d4	37	0
025943df23acf5d3863b35fa6e0d79ec	71	0
97546d961462a65d2518e4f63660bd09	490	0
67b79ef977a160835c9bd75fd610c1af	168	0
03c6699ea836decbc5c8fc2dbae7bd3b	366	0
9e58afbf3fea116b0050bf56bfb4442e	335	0
0c80008b0a28d356026f4b1097041689	63	0
4f3f68292e50f39cd8142733512c07d6	365	0
099cd99056bf92e5f0e384465890a804	865	0
a77796848ccfc47059c04b22476e64c1	1885	0
d773376e46311393cd89994bf9a93043	643	0
bc14447beab5353ef057c3ec90199576	2215	0
6d4ecd79fd8a64039ecbfcce36019218	1579	0
fa1e6939f2a827f3521bfc29b54cc22e	36	0
300dde62b988fc83eb6dba1b702e9af3	3084	0
8da51d03b8b8717431e8b902856fb45e	383	0
9e58afbf3fea116b0050bf56bfb4442e	252	0
fa1e6939f2a827f3521bfc29b54cc22e	41	0
c0c28c3626073560ca763eb1ec60d9c0	380	0
f5a5373f30de984e9142a206f94a2f46	65	0
216b280870f6d2181e11b6a428aa84a7	255	0
6a493121e53d83f9e119b02942d7c8fe	264	0
97546d961462a65d2518e4f63660bd09	634	0
c7425ea3ecbea3a51b5550c698be7e71	283	0
c5eac1d455675dfbc99f6c70f7b3971f	26	0
d7a4372b813f555ee25352731e8df17e	242	0
6f462b173b2d6d20a2c9fb1ec0fd2dda	200	0
e6e2fff03cc32ee9777de2c2ed5bac30	91	0
67b79ef977a160835c9bd75fd610c1af	106	0
f6e0f05fde7637afb8f8bc6bda74ca24	156	0
e087f8842fe66efa5ccee42ff791e0ca	58	0
ca3e42dfdb7529d540141548674bc63e	175	0
1731019fbaa825714d5f8e61ad1bb7ff	130	0
33fd0a2cfcfd24e114707bba71ca1de9	40	0
d8d0b093ffbb4435d4d4d1fbc8ed80c0	121	0
25739ad1c56a511fcac86018ac4e49bb	30	0
34bc4bc49a725f2686a5cf9c89985798	104	0
1339f978614ff19cd48f07e5420556d4	58	0
216b280870f6d2181e11b6a428aa84a7	281	0
d8053444e331f15b1505e999d99887fb	1180	0
ca6db6d4f02b7b946c57fc389e67dd7e	215	0
cbc53d8b2da2e34974c29b7fc6534444	2	0
53dd7de874e0999634c28cdd94d21257	83	0
67833a29f796e8b026df019282e14e87	334	0
c0c28c3626073560ca763eb1ec60d9c0	477	0
c34f751524776063c5ef8d4d4ebd1d19	48	0
f6e0f05fde7637afb8f8bc6bda74ca24	171	0
2bc52f5bde454d69ea3d99a482e74741	79	0
6d75b73dcabcd3db528ce7f9111f27da	137	0
cdf36e58742f023020e6ae0e67d60dcc	585	0
3964ee41d4e2ade1957a9135afe1b8dc	372	0
6392ef7a5910d918327e7121b821bcc1	47	0
cd5ce8f47e50971ddb629d86a0bc34f2	3912	0
c026b84e8f23a7741d9b670e3d8973f0	280	0
8f29cbc2a555034643d66f9e83dd7a7a	81	0
97de6333157f35467dff271d7afb0a23	455	0
61dfd882204789d7d0f70fee2b901cef	113	0
46b38d9ac2bcde7872e118da0172f38f	422	0
bf21d16799b240d6e445fa30472bd50b	8	0
f5a5373f30de984e9142a206f94a2f46	94	0
0c80008b0a28d356026f4b1097041689	74	0
9f69ffd8852196e02cfa19b5cd9bc432	56	0
5e2ef5473cbbdb335f6d51dc57845437	353	0
2bc52f5bde454d69ea3d99a482e74741	31	0
3e7fdf37b2930d7804651b590ed02e72	155	0
5e1788cd2cce09d8780d44c81a862e19	182	0
2e14d32266ee6b4678595f8f50c369ac	1415	0
40bbb0da5570702dd6ff3af5e9e3aea6	652	0
b79593426f5360c38beacd2a940b5f22	172	0
4b46759309d38832471eb326dedcf5c0	663	0
ffd47cf9cb66d226575336f0fa42ae25	80	0
c5f0170f87a2fbb17bf65dc858c745e2	1407	0
023406156015ef87f99521f3b343f71f	449	0
aa23b111abed5ba5012bc20025e29acb	42	0
e6e2fff03cc32ee9777de2c2ed5bac30	100	0
419ed8822ed44d8ee0d991e8686a13bc	1126	0
9338c3a5de1587c389f4c92057354248	57	0
ca3e42dfdb7529d540141548674bc63e	174	0
42422dc00b814183c0216d1ed7fb3cd9	298	0
ac43c6ce2f9df4adfbb05edd97cecbcc	535	0
4b8eb68442432c242e9242be040bacf9	1127	0
099cd99056bf92e5f0e384465890a804	864	0
572a524c866685f2b0bdea2736e7c235	471	0
82fda1f850a9fe22e41b5c8dadaff4ac	97	0
445a257964b9689f115a69e8cc5dcb75	70	0
cbc53d8b2da2e34974c29b7fc6534444	1	0
aeae35529086c0b12777b314222d7930	1	0
14c4faf6682ac1bb86d346d9a2a1f8e3	1627	0
b01af01dc3a0e1e5068bd3e72f6ff823	292	0
be0c7a23c2aa9afb45163995b9ec938c	254	0
cc865517bdfc45b0986ffee5dc1a56c5	860	0
28e32be6ba67e0c6fdfdff80ce07dfd4	47	0
b01af01dc3a0e1e5068bd3e72f6ff823	258	0
33fd0a2cfcfd24e114707bba71ca1de9	54	0
2b7fedeea967becd9408b896de8ff903	4	0
cd5ce8f47e50971ddb629d86a0bc34f2	4095	0
88b7fc7ac7425e82b1b4866e5b28bf72	79	0
d7a4372b813f555ee25352731e8df17e	197	0
b7522cc91cf57ada15de2298bfd6a3ee	347	0
aa23b111abed5ba5012bc20025e29acb	15	0
2fe53ff8830b95d458af9ddd77fa5ffa	432	0
cdf36e58742f023020e6ae0e67d60dcc	681	0
d773376e46311393cd89994bf9a93043	672	0
b15e8846dc61824c1242a6b36796117b	6874	0
03c6699ea836decbc5c8fc2dbae7bd3b	455	0
445a257964b9689f115a69e8cc5dcb75	66	0
3e395c6b799d3d8cb7cd501b4503b536	589	0
3229ed9301ae8d36536ddcd783529dd6	87	0
14c4faf6682ac1bb86d346d9a2a1f8e3	1577	0
a581aaeb73a9ce7f6806eb1e56e319b6	186	0
53dd7de874e0999634c28cdd94d21257	64	0
4ee3f9c90101073c99d5440b41f07daa	62	0
8fb3cef29f2c266af4c9ecef3b780e97	584	0
ac43c6ce2f9df4adfbb05edd97cecbcc	655	0
d8053444e331f15b1505e999d99887fb	1233	0
b7522cc91cf57ada15de2298bfd6a3ee	279	0
3e395c6b799d3d8cb7cd501b4503b536	664	0
40bbb0da5570702dd6ff3af5e9e3aea6	641	0
