0,215
0,234
1,285
2,175
3,252
4,304
5,240
6,236
7,271
8,238
9,188
10,234
11,231
12,181
13,280
14,203
15,279
16,220
17,211
18,311
19,299
20,224
21,256
22,281
23,273
24,259
25,270
26,195
27,216
28,234
29,286
30,249
31,247
32,218
33,235
34,183
35,185
36,234
37,243
38,297
39,355
40,257
41,379
42,271
43,250
44,258
45,274
46,269
47,211
48,259
49,296
50,300
51,295
52,271
53,237
54,177
55,311
56,269
57,260
58,265
59,240
60,216
61,228
62,258
63,253
64,250
65,224
66,198
67,195
68,211
69,141
70,192
71,235
72,338
73,313
74,285
75,180
76,231
77,193
78,252
79,176
80,154
81,266
82,249
83,277
84,258
85,224
86,205
87,278
88,289
89,320
90,222
91,215
92,187
93,222
94,190
95,221
96,204
97,217
98,256
99,308
100,259
101,290
102,230
103,254
104,281
105,270
106,246
107,220
108,299
109,529
110,439
111,353
112,385
113,398
114,351
115,319
116,301
117,298
118,276
119,312
120,328
121,346
122,283
123,279
124,362
125,361
126,357
127,441
128,384
129,347
130,462
131,356
132,362
133,339
134,292
135,353
136,312
137,371
138,286
139,349
140,340
141,242
142,394
143,433
144,541
145,428
146,468
147,474
148,327
149,429
150,638
151,374
152,494
153,570
154,401
155,452
156,425
157,498
158,481
159,476
160,366
161,467
162,431
163,439
164,345
165,595
166,601
167,805
168,741
169,962
170,805
171,866
172,982
173,495
174,643
175,736
176,608
177,510
178,403
179,413
180,445
181,568
