0,83
0,64
1,99
2,93
3,92
4,92
5,102
6,80
7,87
8,91
9,107
10,101
11,77
12,68
13,63
14,85
15,65
16,70
17,91
18,99
19,66
20,71
21,93
22,108
23,93
24,122
25,145
26,96
27,92
28,97
29,75
30,83
31,70
32,107
33,127
34,100
35,103
36,89
37,96
38,106
39,94
40,96
41,113
42,116
43,96
44,153
45,126
46,109
47,93
48,112
49,98
50,127
51,111
52,96
53,123
54,95
55,132
56,124
57,99
58,121
59,142
60,129
61,112
62,95
63,162
64,135
65,126
66,114
67,119
68,118
69,110
70,93
71,123
72,160
73,109
74,174
75,111
76,137
77,159
78,145
79,241
80,224
81,152
82,135
83,133
84,127
85,136
86,234
87,106
88,125
89,121
90,106
91,169
92,144
93,120
94,178
95,135
96,102
97,116
98,154
99,121
100,92
101,149
102,146
103,113
104,143
105,179
106,126
107,109
108,141
109,116
110,231
111,79
112,100
113,115
114,90
115,86
116,88
117,72
118,108
119,92
120,124
121,88
122,88
123,86
124,91
125,73
126,154
127,98
128,190
129,123
130,80
131,93
132,198
133,337
134,204
135,177
136,120
137,107
138,124
139,105
140,116
141,87
142,123
143,118
144,123
145,97
146,104
147,83
148,94
149,111
150,94
151,98
152,87
153,105
154,112
155,115
156,102
157,134
158,168
159,134
160,124
161,117
162,117
163,238
164,245
165,259
166,157
167,147
168,239
169,280
170,167
171,181
172,327
173,210
174,237
175,226
176,298
177,218
178,275
179,250
180,234
181,269
