0,335
0,252
1,264
2,265
3,245
4,325
5,269
6,337
7,223
8,283
9,374
10,279
11,254
12,354
13,280
14,302
15,242
16,298
17,253
18,313
19,369
20,327
21,258
22,312
23,244
24,345
25,299
26,362
27,313
28,254
29,267
30,359
31,515
32,503
33,338
34,379
35,379
36,395
37,345
38,340
39,365
40,309
41,472
42,455
43,417
44,408
45,378
46,436
47,550
48,389
49,331
50,381
51,362
52,487
53,391
54,409
55,429
56,405
57,292
58,268
59,337
60,409
61,399
62,375
63,363
64,302
65,248
66,399
67,284
68,344
69,411
70,324
71,354
72,429
73,365
74,550
75,497
76,441
77,464
78,563
79,469
80,426
81,518
82,710
83,539
84,569
85,493
86,498
87,391
88,484
89,486
90,480
91,385
92,338
93,393
94,430
95,548
96,434
97,514
98,540
99,447
100,344
101,426
102,391
103,443
104,364
105,441
106,435
107,459
108,400
109,433
110,536
111,424
112,577
113,470
114,581
115,550
116,629
117,691
118,544
119,665
120,637
121,716
122,588
123,604
124,433
125,624
126,564
127,520
128,547
129,646
130,612
131,473
132,463
133,642
134,502
135,497
136,674
137,462
138,343
139,478
140,663
141,515
142,538
143,403
144,597
145,706
146,666
147,405
148,707
149,513
150,618
151,470
152,521
153,407
154,556
155,461
156,437
157,374
158,566
159,372
160,399
161,445
162,400
163,436
164,472
165,513
166,392
167,463
168,487
169,475
170,477
171,507
172,383
173,298
174,361
175,506
176,634
177,577
178,585
179,486
180,469
181,354
