0,1415
0,1388
1,1503
2,1866
3,1496
4,1262
5,1483
6,1263
7,1219
8,1260
9,1486
10,1501
11,1619
12,1711
13,1639
14,1438
15,1588
16,1463
17,1502
18,1802
19,1558
20,1419
21,1414
22,1557
23,1661
24,1589
25,1595
26,1459
27,1631
28,2749
29,3261
30,2560
31,2311
32,2044
33,2214
34,1968
35,2216
36,1980
37,1820
38,2060
39,2190
40,2030
41,1791
42,1736
43,1805
44,1869
45,1714
46,1838
47,1972
48,2077
49,1753
50,2008
51,1957
52,1858
53,2010
54,2002
55,2208
56,2027
57,2082
58,2328
59,1898
60,1816
61,1776
62,1957
63,2320
64,2235
65,2272
66,1803
67,2033
68,1845
69,1904
70,1606
71,2160
72,1965
73,1985
74,2341
75,1729
76,1772
77,1743
78,1973
79,2066
80,2084
81,2119
82,2007
83,1964
84,1996
85,1980
86,1955
87,2079
88,1780
89,1660
90,1794
91,1841
92,2026
93,1837
94,2037
95,1762
96,1889
97,1805
98,1831
99,2022
100,1738
101,1901
102,2019
103,1925
104,1759
105,1666
106,1816
107,1856
108,1842
109,1861
110,1651
111,1930
112,2358
113,2475
114,2455
115,2843
116,2401
117,2120
118,2099
119,2365
120,2492
121,2155
122,2249
123,2280
124,2086
125,2024
126,2016
127,1911
128,1998
129,2090
130,2062
131,1959
132,1890
133,2068
134,2227
135,2264
136,2550
137,2515
138,2009
139,2391
140,2067
141,2330
142,2443
143,1883
144,2086
145,1804
146,1746
147,1779
148,2147
149,1816
150,2033
151,2078
152,1703
153,1735
154,1860
155,1972
156,1876
157,2032
158,2156
159,2063
160,1822
161,2192
162,1859
163,2277
164,1731
165,1906
166,1847
167,1914
168,2059
169,1938
170,1793
171,2185
172,2191
173,1826
174,2058
175,2020
176,1827
177,1971
178,1996
179,2080
180,2012
181,1972
