0,292
0,258
1,285
2,275
3,241
4,235
5,255
6,207
7,280
8,320
9,347
10,405
11,260
12,270
13,241
14,234
15,254
16,289
17,265
18,217
19,245
20,252
21,252
22,287
23,234
24,323
25,350
26,323
27,394
28,357
29,354
30,332
31,324
32,447
33,504
34,314
35,356
36,356
37,347
38,324
39,323
40,355
41,576
42,329
43,348
44,389
45,503
46,396
47,414
48,452
49,321
50,310
51,356
52,278
53,301
54,360
55,352
56,334
57,260
58,292
59,337
60,331
61,310
62,304
63,313
64,302
65,294
66,314
67,318
68,326
69,302
70,261
71,301
72,318
73,303
74,270
75,335
76,375
77,514
78,543
79,506
80,473
81,313
82,309
83,360
84,333
85,357
86,414
87,306
88,305
89,415
90,386
91,354
92,302
93,315
94,343
95,305
96,301
97,314
98,299
99,355
100,369
101,334
102,345
103,282
104,354
105,331
106,337
107,319
108,304
109,287
110,306
111,313
112,512
113,315
114,317
115,322
116,291
117,432
118,409
119,400
120,297
121,326
122,312
123,255
124,311
125,285
126,429
127,272
128,336
129,276
130,331
131,292
132,339
133,318
134,316
135,301
136,307
137,328
138,318
139,282
140,336
141,404
142,319
143,409
144,440
145,285
146,348
147,332
148,301
149,392
150,295
151,274
152,313
153,348
154,292
155,306
156,356
157,335
158,257
159,313
160,339
161,302
162,290
163,282
164,273
165,270
166,318
167,321
168,312
169,293
170,319
171,301
172,340
173,275
174,339
175,313
176,324
177,346
178,277
179,352
180,273
181,300
