0,80
0,179
1,66
2,95
3,104
4,86
5,124
6,62
7,118
8,75
9,64
10,67
11,82
12,101
13,136
14,89
15,67
16,97
17,74
18,119
19,64
20,99
21,44
22,91
23,109
24,78
25,49
26,31
27,83
28,62
29,73
30,87
31,83
32,77
33,58
34,57
35,72
36,78
37,61
38,58
39,111
40,58
41,68
42,70
43,122
44,116
45,67
46,91
47,81
48,67
49,62
50,75
51,94
52,81
53,84
54,73
55,81
56,84
57,149
58,102
59,108
60,78
61,97
62,66
63,82
64,64
65,111
66,59
67,141
68,100
69,117
70,107
71,124
72,99
73,118
74,96
75,84
76,95
77,167
78,141
79,166
80,195
81,132
82,86
83,137
84,134
85,164
86,121
87,132
88,111
89,137
90,121
91,102
92,124
93,56
94,85
95,93
96,96
97,64
98,55
99,63
100,62
101,80
102,46
103,90
104,101
105,77
106,114
107,43
108,86
109,69
110,59
111,75
112,84
113,82
114,75
115,89
116,104
117,92
118,87
119,79
120,95
121,56
122,57
123,89
124,114
125,106
126,77
127,82
128,92
129,111
130,94
131,209
132,65
133,116
134,161
135,89
136,93
137,87
138,100
139,72
140,87
141,75
142,83
143,99
144,81
145,81
146,49
147,64
148,55
149,119
150,84
151,48
152,70
153,58
154,46
155,51
156,124
157,70
158,101
159,86
160,54
161,58
162,49
163,86
164,61
165,65
166,71
167,50
168,89
169,55
170,147
171,118
172,145
173,129
174,74
175,60
176,71
177,99
178,77
179,93
180,68
181,55
