0,8
0,2
1,15
2,26
3,87
4,8
5,22
6,12
7,5
8,17
9,12
10,21
11,18
12,12
13,19
14,13
15,13
16,13
17,13
18,24
19,26
20,12
21,12
22,10
23,13
24,16
25,17
26,16
27,12
28,15
29,13
30,4
31,16
32,19
33,28
34,24
35,36
36,11
37,133
38,16
39,10
40,11
41,27
42,3
43,10
44,23
45,14
46,11
47,26
48,8
49,14
50,19
51,14
52,9
53,16
54,11
55,11
56,18
57,10
58,23
59,13
60,14
61,28
62,21
63,13
64,11
65,15
66,14
67,63
68,100
69,25
70,30
71,32
72,35
73,15
74,20
75,21
76,19
77,8
78,22
79,16
80,11
81,25
82,21
83,23
84,16
85,14
86,20
87,13
88,26
89,15
90,13
91,18
92,27
93,40
94,40
95,40
96,24
97,12
98,17
99,22
100,35
101,19
102,18
103,19
104,16
105,17
106,23
107,14
108,11
109,19
110,25
111,17
112,21
113,16
114,14
115,11
116,14
117,7
118,14
119,12
120,12
121,8
122,14
123,16
124,11
125,17
126,35
127,13
128,10
129,18
130,14
131,16
132,15
133,13
134,17
135,15
136,13
137,11
138,11
139,14
140,10
141,18
142,11
143,26
144,16
145,8
146,7
147,10
148,15
149,9
150,12
151,9
152,10
153,10
154,11
155,20
156,16
157,13
158,8
159,8
160,12
161,18
162,16
163,31
164,11
165,23
166,15
167,8
168,27
169,18
170,13
171,18
172,23
173,13
174,11
175,15
176,16
177,29
178,11
179,16
180,30
181,26
