0,380
0,477
1,343
2,341
3,356
4,406
5,447
6,521
7,413
8,354
9,440
10,378
11,354
12,349
13,402
14,391
15,376
16,438
17,496
18,443
19,490
20,662
21,612
22,558
23,712
24,576
25,626
26,599
27,734
28,720
29,722
30,815
31,1264
32,1359
33,1404
34,1311
35,1423
36,1274
37,1459
38,1304
39,1347
40,1343
41,1355
42,1403
43,1369
44,1177
45,1077
46,1057
47,1162
48,1322
49,1023
50,987
51,891
52,1003
53,937
54,1137
55,1008
56,1048
57,1082
58,1421
59,1440
60,1139
61,1244
62,1322
63,1249
64,1707
65,1393
66,1325
67,1204
68,1319
69,1348
70,1038
71,996
72,1190
73,1190
74,939
75,1227
76,1187
77,1008
78,1105
79,1174
80,1026
81,1033
82,1269
83,1125
84,1121
85,1194
86,1423
87,1463
88,1741
89,1929
90,2462
91,2067
92,1973
93,1751
94,1723
95,1742
96,1661
97,1651
98,1493
99,1339
100,1420
101,1701
102,2216
103,2145
104,1835
105,2471
106,2412
107,2694
108,1783
109,1660
110,1643
111,1374
112,1607
113,1531
114,1382
115,1509
116,1336
117,1456
118,1411
119,1264
120,1219
121,1574
122,1358
123,1306
124,1712
125,1573
126,1628
127,1765
128,1509
129,1523
130,1284
131,1337
132,1600
133,1199
134,1189
135,1120
136,1012
137,1003
138,1109
139,1196
140,1039
141,1065
142,1042
143,1039
144,1068
145,1228
146,957
147,971
148,981
149,1091
150,996
151,1110
152,967
153,1183
154,989
155,949
156,1070
157,1025
158,991
159,897
160,958
161,951
162,978
163,1059
164,877
165,865
166,1167
167,1204
168,1124
169,998
170,1074
171,900
172,892
173,930
174,995
175,850
176,819
177,831
178,785
179,834
180,948
181,1015
