0,4
0,7
1,3
2,5
3,3
4,7
5,3
6,6
7,1
8,3
9,4
10,13
11,5
12,5
13,2
14,5
15,3
16,3
17,3
18,5
19,6
20,3
21,1
22,30
23,6
24,7
25,6
26,10
27,4
28,5
29,13
30,18
31,15
32,7
33,5
34,8
35,8
36,8
37,8
38,8
39,4
40,36
41,13
42,6
43,14
44,21
45,17
46,11
47,8
48,9
49,9
50,7
51,7
52,7
53,4
54,4
55,5
56,6
57,10
59,30
60,2
61,11
62,11
63,6
64,7
65,9
66,8
67,10
68,5
69,8
70,12
71,35
72,17
73,24
74,14
75,5
76,2
77,5
79,3
80,7
82,3
83,1
84,2
85,4
86,1
87,1
88,1
89,2
90,5
91,2
92,1
93,8
94,31
95,5
96,5
97,6
98,8
99,1
100,2
101,5
102,5
103,1
104,2
105,5
106,3
107,2
108,3
109,8
110,11
111,5
112,8
113,105
114,35
115,59
116,236
117,270
118,157
119,31
120,14
121,3
122,4
123,18
124,7
125,10
126,6
127,10
128,8
129,26
130,17
131,156
132,93
133,181
134,168
135,16
136,8
137,10
138,6
139,7
140,11
141,10
142,9
143,5
144,6
146,4
147,8
148,14
149,2
150,4
152,1
153,5
154,13
155,12
156,11
157,6
158,8
159,10
160,10
161,11
162,6
163,3
164,3
165,6
166,11
167,10
168,19
169,10
170,2
171,15
172,9
173,5
174,13
175,1
176,6
177,1
178,3
179,1
180,11
181,7
